CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
744,67,6,78226.84855341206,2,0,0,140273.8323603879,0
481,66,2,67774.06344101643,3,0,1,52992.69348732333,0
466,68,3,149417.0706756758,3,1,0,35043.297680369076,1
390,53,9,216523.90840292288,1,0,0,178538.12144492276,0
830,83,8,236683.4322308489,3,1,0,62254.70677268158,0
338,51,5,26476.45110093941,2,0,1,52486.397760606305,0
425,53,4,38707.15314942996,3,0,1,172848.41852588402,0
750,23,2,236184.06469576992,1,0,1,165250.34884168464,1
472,56,8,184133.80708369814,3,1,1,95185.82939968038,0
519,59,4,220748.45620744326,2,1,0,102955.38367127716,1
357,75,4,50658.15853383579,1,0,0,51372.25391846418,0
775,29,3,146896.46777735045,2,1,0,24877.317391115925,0
755,20,3,175284.8986043684,1,0,1,118952.0468175756,1
660,35,0,170027.97136174317,3,1,0,28685.535102140493,0
300,57,6,102037.92271667453,1,1,1,95362.16392176347,1
686,38,8,3848.722922827119,1,0,1,188694.46771747203,0
647,32,2,145731.5142010658,3,0,1,191038.53394241104,0
489,43,1,63275.38479490219,2,0,1,55473.13444399813,0
804,25,2,112563.56153572259,3,0,1,128581.54980867433,0
490,59,0,239395.25377095432,1,0,0,100074.49018049295,0
807,61,5,99758.82941060868,3,1,1,176380.17424136013,1
668,31,6,209950.40166610669,1,1,1,61571.86421245011,1
708,19,1,47135.15143731279,3,0,0,10703.457298159201,0
416,54,7,168115.1245062572,3,0,1,40886.629126968866,0
433,86,5,244251.73860973588,2,0,1,76409.33222218562,1
357,55,3,25473.275218234197,1,1,0,69987.01465639283,1
472,58,4,2079.985556798003,2,0,0,160358.95463334833,0
448,79,7,108395.69815815358,1,0,0,139306.52656637918,0
379,77,2,23156.370762841798,3,1,1,66915.70072683049,1
512,31,2,187096.08741905785,1,1,0,96971.32526158054,0
502,19,3,228637.16596213973,2,1,0,28156.22975208369,1
528,87,0,108505.24317718971,2,1,0,180647.82451581914,0
526,34,8,64677.91053886024,2,0,1,187730.7166452215,1
831,45,7,108600.82975165245,1,1,0,196162.67172237823,1
740,83,7,180861.95446250026,2,1,1,175025.03784930916,0
701,52,9,2263.540395092745,2,0,1,43052.56866228285,1
346,22,5,147363.4973711743,2,0,0,18777.33180830948,0
532,82,6,153322.92122184476,3,0,1,120123.37820840806,0
604,57,5,159422.06172398388,3,1,1,183394.95510779097,0
825,73,8,60505.51999521931,1,0,0,43696.75871535114,0
442,53,2,178513.1808445317,1,1,1,11338.153778586953,1
714,62,2,22847.871582944103,2,1,0,163044.24874612642,0
812,40,2,49817.5841167002,3,1,1,24591.18001447946,0
672,64,9,219367.51166362048,2,0,1,88604.14606290578,0
558,48,2,184680.78768164158,2,1,0,138988.59406586917,0
770,28,8,3436.388502836313,3,0,0,54991.541236674224,1
311,27,3,62094.06509245005,3,0,1,25952.887054878072,0
629,84,6,53601.62074829114,3,0,1,156304.03340660746,1
657,31,8,67701.58200924314,1,1,0,129733.26612853787,1
707,27,6,61889.9425699716,1,1,1,197813.1920524929,1
672,18,8,15631.573935711434,2,1,1,75418.52633079226,0
307,22,2,114735.12914920508,1,0,1,21734.853395137943,0
421,37,3,183183.3686965413,3,1,1,149526.50671370619,0
647,25,7,151682.9311793591,3,1,0,109129.34958211667,0
389,60,5,168217.91714951996,1,1,0,50508.746963935664,1
615,18,4,20287.29463405979,2,1,0,158528.5079109043,1
477,74,3,237872.6775441968,2,1,0,48713.54231148931,0
839,81,7,209622.9584607562,1,0,0,59525.71441825795,0
340,45,0,201272.57962391566,2,0,0,27580.425329676636,0
801,54,8,205745.95126044189,2,0,1,85892.13301586235,0
444,64,0,233177.62703319034,2,0,0,89596.5525481096,0
500,54,7,136063.49152842443,3,1,1,107766.74016617669,0
760,66,3,50070.504466906474,3,0,1,144703.21075351772,0
846,61,8,154195.9019631353,1,1,1,182159.1764492809,1
552,73,4,185720.37341698474,3,0,0,36169.47878868364,1
689,45,2,184479.34833850636,2,0,1,20326.13868624484,1
555,23,8,130362.25604172003,3,0,0,13520.934382923324,1
749,78,8,17114.679833394515,1,1,1,37288.06183307509,0
309,37,3,92778.23460753195,3,1,1,135010.4022985089,0
541,19,3,230191.65211583933,2,0,0,148220.64481933435,0
550,54,7,146112.2274393565,2,1,1,159436.08557034322,0
304,37,1,134582.98581392836,1,0,1,56304.56026182511,0
418,43,8,67213.37859554838,3,0,1,68120.01451968879,1
673,46,5,92112.22997914473,3,0,1,101795.5826574449,0
364,18,8,223836.52228829233,3,1,0,22004.78840344303,1
445,52,7,166615.76188170892,2,0,1,126116.88941013676,0
523,87,6,196846.7566880832,1,0,1,196909.65639839397,1
538,76,0,113586.35576691378,3,0,0,78553.19916182049,0
476,86,2,157561.80486403947,2,1,1,153041.02026736294,1
581,50,1,62095.90218580188,2,0,1,105006.44395822551,0
362,68,4,176365.20757087157,2,1,1,34284.25042847272,0
516,29,4,106900.33342583432,3,0,1,120625.1152724914,0
760,37,4,110636.3787036864,3,1,0,66976.11100437233,0
404,70,3,162330.58114422043,3,0,1,16536.609606157064,1
398,60,4,234070.15536723167,3,0,0,130636.64872237132,0
810,67,2,16001.58665215523,3,1,1,173197.14637169824,1
684,46,0,206185.8093367519,3,1,1,75506.25571097608,0
704,74,4,73095.77760304828,3,0,1,84156.1539704264,1
817,56,8,110979.86362659445,3,1,0,179294.1197637702,0
775,73,8,5478.332193752239,3,0,1,164585.67453979762,0
736,60,3,75261.51945857826,2,0,1,145841.03647483766,1
322,67,2,125657.81065753262,3,0,0,57271.442113098106,0
757,40,0,14044.019336859754,1,1,0,182941.16444366245,0
382,61,1,122773.93234579128,2,0,0,39338.99393245047,1
444,55,7,231777.65721460682,3,1,0,129086.39868927214,0
384,40,0,26348.304526951306,1,0,1,15472.224303838553,1
377,62,7,191110.18201887608,3,1,1,132306.7632017397,0
756,69,6,102417.76334399816,1,1,1,62657.42685593837,1
300,67,7,163793.4286310845,1,0,1,95438.62566490681,1
350,25,5,65059.14949630734,1,1,0,75600.26489084009,1
745,18,8,39873.065635339575,1,0,1,42823.78368677988,1
748,25,2,40115.65356780661,2,0,1,128176.35011783607,0
787,46,9,17622.98641078616,2,0,1,177575.35547671543,0
333,22,3,46411.67622531075,1,0,1,192226.00603365665,1
647,64,5,166054.84624724207,3,0,0,46545.80899924386,0
394,51,7,220422.65296087702,1,1,1,146300.82707196494,0
371,82,4,203531.42139779046,2,0,1,136224.47965507963,0
453,72,2,171283.57746862102,3,1,1,75241.78001916879,1
549,60,5,27607.96585277567,2,1,0,13628.847877207909,0
737,47,3,72296.86157398747,2,0,0,141060.33698944456,0
417,34,8,77451.71883061725,3,1,1,189644.02350630503,1
605,43,2,62489.2365994053,1,0,1,130102.82316397376,0
567,25,3,128751.41492743079,1,1,1,92705.61759565047,1
353,64,6,133888.45371991815,1,1,0,109779.23988120939,1
535,89,6,89221.49379277755,1,1,1,47929.47345538433,1
688,63,3,88447.289684109,3,0,1,152603.39111321015,0
700,85,5,207138.89947652034,3,1,1,151819.76770187131,0
602,50,2,197323.2120799214,3,0,0,37648.28707361074,1
506,18,5,76948.95792018641,2,1,1,176815.89267493522,1
528,36,1,228447.11096831484,3,1,1,61146.050499928,1
374,48,7,238203.75425062652,1,1,0,196628.65157795683,1
734,31,1,81685.6355075102,2,1,0,82751.5726670767,1
402,70,6,88606.23719826371,1,0,1,43797.97115955493,1
721,65,8,126408.53835548971,1,0,0,76826.82115567394,0
605,86,0,235280.20313341837,3,1,1,93634.2624524667,1
397,79,7,219079.85828557788,3,1,0,23168.476877276018,1
634,83,6,25641.99064589745,1,0,0,119861.492432425,1
734,81,5,98182.68581785406,1,0,1,123550.16357509106,0
746,87,5,138342.79743744296,2,0,1,150396.78651639973,0
607,80,5,125783.118137885,3,0,1,15542.279535241225,0
548,50,8,48465.76698422317,2,1,0,112835.26074242772,0
465,58,1,214704.19279203867,2,1,1,20052.412321426233,1
780,65,0,169235.19574920935,2,0,1,143217.40179366415,0
634,30,5,209477.09371295088,1,0,1,20588.31728318705,1
841,48,9,214691.06983736804,2,0,1,183228.2911849102,1
405,85,7,187088.96341643494,2,0,1,143395.68770805435,1
380,21,2,109802.65031242934,1,0,0,106404.05536617985,1
432,36,9,152636.68875385614,3,0,1,93885.74542342324,1
437,87,0,40091.35152993579,3,1,1,34827.79977851985,1
483,30,8,168411.35436872693,2,1,0,65289.884017285985,0
700,40,0,44813.31393482019,1,1,1,175102.2299539703,0
629,18,2,173487.3976275392,3,0,1,181846.03419687384,0
807,71,7,57399.54018849217,2,0,1,10142.064590400902,0
368,88,2,29387.825037554994,2,0,1,122885.91438073474,0
845,32,3,41321.122535739356,1,1,1,146667.1157147716,1
352,82,7,498.033804767567,2,0,0,127561.92666694519,0
749,88,0,179684.90446338255,3,0,0,25519.155324607258,0
504,32,5,183100.26226459478,1,1,0,51367.73077179142,0
425,38,0,128733.33747831486,3,0,1,57564.650802463344,1
342,36,0,40340.70026384592,3,1,0,168027.67994796703,1
410,77,7,20888.584377672436,3,1,1,98007.89289869489,1
482,50,3,4782.241609321753,2,0,1,102497.360268835,0
394,66,0,41437.04424130518,2,1,1,187629.67884535663,0
673,52,9,222713.88374578668,3,0,0,131046.31888239595,0
819,61,6,60384.210425420446,3,1,0,180746.86329500613,0
659,28,4,88567.83180430392,1,0,0,96736.68251489126,0
580,89,4,26336.371120333297,1,1,1,38392.889118475905,1
494,83,0,55590.32618704257,2,0,0,186687.7628740763,0
494,63,9,129806.14269505128,2,1,1,97153.97197683227,1
392,26,5,151938.17077391315,1,1,0,44509.97015697615,0
360,20,8,61338.078541552764,3,1,0,67455.19065774523,1
350,43,8,14433.039806279301,2,0,1,19652.49204089903,1
702,89,7,97758.21728184966,3,0,1,98977.11237671318,1
304,65,4,58550.842731583536,1,1,0,172094.35266294496,1
765,83,0,54888.48080745048,2,0,0,187380.28664127097,0
833,87,8,239965.70067836382,2,1,0,187194.41942569232,0
704,45,0,154075.121481431,1,0,1,33793.704869461886,0
812,43,7,139219.61079302398,2,1,1,82590.23767710083,1
532,42,4,103943.77588083048,1,0,0,15363.46433363421,0
823,29,2,107236.08335753606,2,1,0,172481.41554457982,0
645,22,6,135226.2509595202,1,1,1,78163.59478404203,0
345,65,6,174107.45175902682,2,1,0,129912.2352995246,0
845,54,8,175536.52404545736,3,1,1,145830.70323468483,1
377,61,6,42923.47692636239,3,0,1,91670.48725119952,1
372,32,2,125028.18801915675,3,1,1,68224.04394454617,0
548,60,0,102989.5237585255,2,0,1,192820.45292202948,0
346,65,7,217631.74156734603,2,0,1,193252.7627545323,0
420,87,2,157854.7303045941,3,1,1,64992.90992570417,1
513,63,7,133126.01660399546,3,0,0,101128.76838144704,1
538,60,7,28848.660544729344,1,0,1,194840.39014540426,1
355,38,4,151409.47233085285,1,0,1,10924.997454545613,0
649,40,0,29300.976420058356,1,1,0,88408.86719203835,1
406,64,9,84301.64389143801,3,0,1,29086.934439384,1
347,32,6,35710.49120358297,3,0,0,106740.01345689449,1
636,42,9,173018.41175609222,3,1,1,14687.291362692558,1
325,53,4,51563.02845903815,1,1,0,87310.70196421929,1
556,68,7,97964.8432970065,2,0,0,51932.82420921367,0
307,32,8,223918.69440469466,3,1,1,111328.58886716075,0
552,85,6,51079.095849742575,2,0,1,199238.79332913292,0
602,38,6,126951.26598969477,2,0,1,162101.85997408206,0
355,30,0,104817.9152915055,2,0,1,170671.99740864008,1
825,36,3,4531.010261432433,1,1,0,130700.34759822537,0
773,51,1,198189.5283932032,2,0,0,17896.371171729126,0
327,85,1,17261.47657864993,3,1,0,49291.55844838738,0
377,69,1,118563.7552442384,1,1,1,185762.26572494046,1
515,44,3,140169.5737347375,3,0,0,79561.49240646273,0
685,46,0,157106.61415364678,3,1,1,29690.978031351162,1
664,45,3,172157.90732696888,1,1,1,143457.01951457837,1
825,52,1,63318.09588067877,3,1,0,66896.96754750838,1
611,25,4,2494.6941646123432,3,1,1,61082.81345179262,0
306,33,2,180860.915588728,1,1,0,199615.71655606947,1
302,53,7,133914.14983689465,3,0,1,173046.39575506432,0
662,47,3,209029.42580181218,2,1,0,87508.1854898898,0
807,35,0,205347.09072517356,3,0,1,196249.62948513482,0
573,19,0,210831.5419469708,2,0,0,133521.5124496506,1
805,66,9,121273.66499488504,3,0,0,150984.26585715445,1
314,21,2,83407.09895921641,1,0,1,15987.478185620203,0
491,24,8,197889.5506478425,1,0,1,33104.99927613085,1
784,56,6,112823.52825731374,3,0,0,130286.17403428529,1
327,30,1,45860.549100858625,1,1,1,180814.55670340193,1
338,48,8,213743.50489036858,3,1,1,128511.30795664317,0
572,88,9,220639.9691930868,1,1,1,35464.72992060844,1
530,80,1,116577.43903504252,2,0,0,31994.40878680168,1
385,73,2,18924.931827446868,3,1,0,170395.3202065755,0
773,59,9,96956.52247923281,2,1,1,36467.44435450372,1
425,78,1,200884.41486565085,2,1,1,108844.07249576483,0
836,59,2,225443.50713655716,3,0,0,17051.53079283743,1
444,73,5,50868.18562439896,2,1,1,25327.2558043237,1
824,53,8,16743.40300631788,3,0,0,137746.1708521443,1
511,85,8,219337.61328320968,2,1,1,140944.46798122817,1
324,24,6,97351.23474471882,3,0,1,74879.18725560405,1
693,71,2,135440.24106689083,3,0,1,50965.85539617851,1
366,18,3,242016.45301268974,1,0,0,164604.9514438885,0
532,61,5,16641.181978555713,3,1,0,51249.61359927917,1
408,62,4,162079.50186302388,3,1,0,112985.14323661214,1
445,64,1,18526.355643716768,2,0,0,193959.67976395204,1
410,30,5,93867.23211662509,3,1,1,38091.96319385292,0
527,39,2,200953.6362983617,1,0,1,188766.49082399468,0
410,38,7,108368.0581889086,2,0,0,44749.680083047046,0
769,26,1,249295.5884757376,2,1,1,117814.20952441361,1
333,43,0,139764.82123665055,1,1,1,81631.46527216147,1
668,26,8,80290.53815898838,2,1,0,193336.4342853469,0
724,32,2,55027.83147618828,2,0,1,61972.98551036802,0
817,27,0,87630.13357154046,2,0,1,85935.02039629318,0
581,59,6,93133.3184398877,2,1,0,196743.4223925299,1
619,89,9,17178.419430990245,1,0,1,111929.3743258099,0
742,41,4,92393.5498566933,1,1,1,105499.72196803817,1
614,66,4,116059.62993480623,2,0,1,58977.91275875835,1
676,43,0,180684.43805970118,2,1,0,143259.07645898388,1
588,54,8,164182.371180402,1,1,0,12730.860837777753,0
736,85,6,177191.41380728857,1,0,1,19407.39964343577,1
576,67,7,2090.920469214275,1,1,1,123878.13155580251,0
802,41,8,54416.849895134015,2,1,1,74918.16902550629,0
815,36,5,165421.07209996413,2,0,0,191130.1107181825,0
649,77,4,120997.34204493678,3,1,0,181606.23123732928,0
745,56,5,1328.3689170864866,1,0,0,145604.18914857437,1
649,35,1,201123.6606079556,2,1,1,165447.66041428226,1
436,36,3,193202.39332258434,1,0,1,136793.05143686174,1
542,53,2,137104.79074839066,2,1,1,33860.59951493053,1
842,72,6,16615.83144406803,1,1,1,155453.2402409485,0
339,86,8,191628.76238314615,2,1,1,49936.47405658081,0
528,64,4,145928.396932841,3,1,0,71454.14246903738,0
847,66,5,195489.99428948978,3,0,1,165654.50029945985,0
522,50,9,187936.74809896012,1,0,1,111939.86559475516,1
305,38,1,200750.51798945927,2,0,1,173388.73569484774,0
621,39,2,129502.01660115621,2,0,0,50476.7107702202,1
767,65,2,35081.12954837875,1,0,1,125477.90333530857,0
374,54,8,167789.36834492217,2,0,0,25920.284784169708,0
303,32,6,155118.44626299266,1,0,0,132181.58877260564,0
417,52,7,185563.29679977178,2,1,0,154881.4671773516,0
803,88,9,42470.251512683826,1,1,0,121136.86985595712,1
740,49,8,48743.7999750723,2,1,0,60583.985284773946,1
493,28,5,222602.3793048321,1,1,1,15955.107083184677,1
691,27,3,187494.4496130177,2,0,1,32695.287953214294,1
325,74,0,227057.12217508073,3,0,0,128237.56602406497,0
734,42,7,189678.83029098017,2,0,0,187539.84120007762,0
472,19,6,149288.82649757547,1,1,0,49241.53675468121,1
599,81,1,163533.1842569684,3,0,1,149654.96832996877,1
625,52,7,222281.98098500248,2,1,1,174625.7020173179,0
709,24,4,144701.68862798513,3,0,0,108967.6139050271,0
417,35,6,158097.83108209685,2,0,1,137160.50121029495,1
524,84,3,39119.17900090014,3,0,1,164852.91016846814,1
831,59,4,118480.30502902568,1,0,0,59528.27997071278,1
412,56,7,179099.27798952474,2,1,0,66410.17811092816,0
439,58,0,67735.67457909136,2,1,1,10119.228159406672,1
300,41,0,50563.54513113373,1,0,1,192987.88487058246,1
389,77,3,78456.7020561039,3,1,1,184333.5299733055,1
619,63,2,60375.15699820836,1,0,0,155267.97011429176,1
849,36,9,53728.15925909896,1,0,0,25024.443985563143,1
438,85,1,106212.71071702174,3,0,0,95025.54904290654,0
810,59,2,226959.62847088353,1,0,1,29359.433254595035,1
558,49,0,126764.91168467957,2,1,1,13024.850779931734,0
309,56,0,46980.09520383076,2,0,0,127074.76339039349,1
560,53,5,19242.91734521852,2,0,1,192557.5892452358,1
471,53,4,174039.03628448132,1,1,0,181544.92445210853,1
312,20,7,95699.69110909695,2,0,1,142383.41483772683,0
467,25,1,205457.73664633982,2,1,0,28361.71099132557,0
620,87,3,164877.69216019256,2,0,1,62091.16715773702,0
618,58,7,199060.36263534214,2,0,1,70810.77810820528,1
628,85,5,67986.50985461219,2,0,0,154998.51097165662,1
849,30,0,173089.73061526453,2,0,0,162427.34405467167,0
718,66,3,66015.4961734297,1,0,0,83170.16336808488,0
394,77,0,234767.1198625729,2,0,0,89397.95935734584,1
617,19,1,159093.57038334358,2,1,0,18456.717462472552,0
535,77,4,81127.95004383552,3,0,1,64935.97649956459,1
633,22,7,67377.96557306816,1,1,0,95744.1836637516,0
675,61,7,47731.64626791087,1,1,0,32226.77881319894,0
758,44,2,173660.23972343194,1,0,0,96120.81754345405,0
436,49,3,54678.903249481824,1,1,0,172103.40432898208,1
846,38,9,148825.81648187226,2,0,0,120450.99374776013,1
812,25,5,66158.75673133934,2,1,1,24996.67245729834,0
595,89,9,165492.23619846714,3,0,0,46417.550577752125,1
619,67,2,203734.9321351348,3,1,0,100163.42653012568,1
648,84,1,194506.3107861633,1,1,0,78682.5584661443,1
528,61,5,190212.83273269542,3,0,1,78158.13371375877,1
569,75,4,46930.60142306302,3,1,1,110560.81514728213,0
590,20,9,22096.236746129678,1,0,0,121035.22510199691,1
464,87,4,174737.2071218464,1,0,0,161403.69835247632,1
304,19,9,92086.80344858783,3,0,1,74783.64705787209,0
678,61,4,108086.55660083682,2,0,1,163038.59377771147,1
377,19,9,7787.273198347766,3,0,1,74336.13353140018,1
709,52,4,64894.1123187623,3,1,0,20532.267898834427,1
431,47,2,8419.100968616005,2,1,0,115295.65369091032,0
341,25,6,219796.4431503119,2,1,1,121701.44173001476,0
388,39,5,60849.17080463262,1,0,0,187562.6466681534,1
701,61,3,139334.29239325202,1,1,1,147951.65195187015,1
595,75,1,9744.830165282603,3,1,1,184376.80397394352,0
594,53,8,166711.8478264145,2,1,1,182585.96994617183,0
825,86,0,80756.83643852346,1,1,0,124869.080949066,0
721,48,3,224479.79673941646,3,1,1,110274.79241392504,1
322,64,0,222029.54723350896,2,0,1,115913.78376108398,1
442,72,5,81322.65459043694,3,0,0,195882.85345867707,0
444,79,3,225240.22392261698,1,1,1,156901.86143192218,1
524,47,4,249039.4183746947,1,0,0,30190.52191055521,1
802,72,4,206353.91603098702,2,0,1,157901.397288466,1
403,33,8,211217.83693880725,3,1,0,42402.229290662915,1
338,29,0,62252.18402727248,2,1,1,94996.60431106888,1
497,34,1,144175.59971443907,1,0,1,49987.337713541514,1
690,33,5,16813.978491841965,1,1,1,141020.78245131366,1
478,29,4,23729.48420541743,3,0,1,176688.84987667677,0
747,25,6,249723.15300832264,3,0,1,65168.758219669384,0
799,20,2,81659.81235647773,3,1,0,25582.040829555648,0
314,33,2,187045.9780122116,2,0,0,66713.68863424302,0
588,47,9,201666.26325670411,3,0,1,137748.75300711693,0
777,40,1,214505.8177518073,3,0,1,72464.42423534549,0
530,22,2,249407.07435053913,1,1,1,62841.31183522265,0
719,82,9,60374.12131421696,1,1,0,45042.68621101034,0
456,47,0,10087.706714924927,3,1,0,104528.12110614237,0
849,38,4,102797.87949864649,3,1,1,62430.27734986564,1
740,87,4,32520.167457236737,1,0,0,148891.9663365018,1
396,39,6,5606.4722905137805,3,1,1,24558.256378518516,0
710,89,3,90106.70678537153,2,1,1,136166.27629115034,1
588,49,2,195934.56276880912,2,1,1,55136.40276787627,1
553,50,0,141545.1728062677,2,1,0,102963.05959980459,0
495,33,7,78194.49730258851,3,0,1,64357.08518593951,0
821,55,2,163585.50137317993,1,0,1,147326.04844205116,0
816,31,1,58004.54507720268,3,0,1,189608.337647811,1
417,53,3,3595.361518021256,3,1,0,184244.5880992645,1
458,40,2,191088.34660910684,1,1,0,120850.98087737731,0
527,83,0,155935.77121600226,1,0,0,97895.9576188259,1
515,19,2,190575.65612524,1,1,1,165477.09679348255,1
314,82,1,9734.504171916402,2,1,0,139832.0088992687,1
456,84,7,209279.90695766304,3,0,1,44877.18170121725,0
560,69,5,154881.55000907584,1,0,0,165974.65058647006,1
456,79,8,140848.83767816002,3,1,1,91488.03398499494,1
346,40,7,156153.5120286329,2,1,0,45907.27539452327,1
623,43,9,216108.311717091,2,1,1,63541.496575333564,1
429,85,2,146734.12663972678,1,0,0,60830.13574718504,1
710,72,4,145237.59497204484,1,0,0,108649.32517465742,1
394,23,6,247669.78926644145,3,0,0,54530.317228796346,1
591,52,4,189182.541767142,1,0,1,33477.63260629947,0
582,39,7,110573.45136278382,3,1,0,33501.26161661454,0
368,60,4,176849.25000823193,1,0,0,120822.47745642836,1
310,32,0,97307.61792294712,3,0,0,149604.26488138194,0
553,77,4,57218.86562087475,3,1,0,71091.27167928475,1
849,29,3,149212.96922193986,3,1,1,16583.634864663247,1
433,66,5,232045.52452848788,3,1,0,34172.72851803204,1
322,59,2,232284.8800038657,2,0,1,183791.96646404086,0
645,55,4,85476.31952637258,3,1,1,103773.29532199608,1
601,62,1,131919.36655542374,1,1,1,96178.8338268832,1
662,52,5,52908.9746424653,2,0,1,17229.343878917272,0
695,47,5,248907.77737472087,2,0,0,148441.03424021084,0
517,47,4,245279.47696698393,3,1,1,110332.935377095,1
440,23,5,162377.23242686182,2,0,1,48395.37785643895,0
509,84,6,201103.51491936835,3,1,1,30914.014434400866,0
759,24,4,178775.040320925,1,1,1,82843.69409007972,1
655,69,0,148289.55475986705,3,0,0,169060.77319705486,1
623,31,7,13336.999247224423,2,1,0,174405.96624819466,1
432,32,3,113691.08563816527,1,0,1,124540.81227517092,0
426,38,8,168696.57554185262,3,0,1,148231.9211737271,0
405,52,9,169382.90347092116,1,0,1,31879.59960654537,0
677,83,5,93280.6546055959,1,1,0,121743.95243889242,1
350,19,0,235422.99666450763,2,0,0,136723.48366256454,0
328,52,2,41839.25805919525,1,0,0,48135.44015362052,0
761,37,2,125089.86155389015,2,1,0,177229.3992529492,1
595,27,9,172720.9941377057,1,1,0,47049.380128993755,1
596,42,3,174283.95147295232,3,1,1,69560.69837082559,1
706,83,5,162159.73919220388,1,1,0,127905.80093445713,0
704,42,6,68822.05336296505,3,0,0,131286.51237483884,1
645,71,9,39051.64217165549,3,0,1,142883.10078759977,0
719,50,3,158985.0817066777,1,0,0,31282.22548295908,0
481,53,5,149825.52903485944,3,1,0,171398.24168642552,1
300,31,0,44839.002572310244,1,1,0,111240.95513381937,1
670,82,7,176284.78639264085,1,0,1,99551.14087996299,1
730,71,6,113792.99793341411,3,1,0,196408.5486575668,1
608,69,8,166940.14790078823,3,1,1,150671.87641879375,1
436,20,2,209341.76994253768,2,0,1,32421.145057681224,0
501,58,1,42432.10714423079,3,0,0,153742.44177298574,0
735,23,0,4786.216999209169,2,1,0,28097.297454845204,0
612,42,2,194775.64659894668,3,1,0,15219.406877467121,1
416,30,4,152424.35628815397,1,1,0,86688.92010128046,0
543,25,1,174909.89240553044,3,0,1,198779.85283565155,1
836,38,2,209538.74374716062,1,0,0,43227.9478770239,1
374,85,3,200702.73370612512,1,0,1,137802.4252700901,0
685,42,6,240230.03673220615,1,0,1,42945.252579162676,0
509,85,2,133983.76971302956,2,0,1,147709.52524209334,1
774,62,8,122123.90816497634,3,1,1,106017.19696518696,0
717,77,7,100471.79997268252,1,1,1,139194.6249169815,1
646,29,3,38422.76071105114,1,1,0,48545.90342370457,0
828,49,0,143151.8082205056,2,0,1,151669.38317889537,0
478,30,0,69253.13108149469,3,0,1,199167.62132831427,0
481,48,0,230326.87805324385,3,0,0,136473.59511893237,0
324,37,0,145797.7010692744,2,1,0,103761.19963384676,0
479,35,7,148210.04512702755,2,0,1,185403.0578376603,1
800,77,2,88731.1652192525,3,0,1,13011.850024056497,0
460,80,5,12997.337994426873,2,1,0,148685.468664306,0
476,23,2,7935.941343247155,3,0,1,178861.83819462446,0
584,49,4,105833.78603829938,3,1,0,21718.170887981916,1
362,60,6,21141.344524309465,1,0,0,95512.19237899406,1
455,19,1,151711.73888503478,1,0,1,48896.696250499794,1
768,77,5,220243.25140991434,3,1,0,117638.45146168771,1
348,40,5,220728.70412968055,3,1,1,133413.1621346955,1
383,48,2,164761.3525330581,3,1,1,67498.40475646345,0
660,22,5,52807.957868232756,3,1,1,97396.51723883917,0
447,51,9,215749.207839718,3,1,0,63074.502202546304,0
641,27,9,221523.35882830204,3,1,1,80184.32124647162,1
775,19,4,49163.39623823968,2,0,0,40312.591770800485,1
362,28,1,184356.52144266933,3,0,1,178256.29428126998,0
659,67,8,71629.88723178074,2,1,1,11901.978006235922,1
626,48,7,200660.0780882324,2,0,0,177657.74542431982,1
440,73,2,249309.47497590067,3,1,1,118618.98688645032,1
514,26,7,7506.5013323482035,3,0,1,73014.99039363331,0
734,38,8,224341.466447733,2,1,0,147380.85383746264,0
617,45,2,155657.6333996645,2,0,0,106472.90885390622,1
331,79,2,243345.65479120528,3,0,0,104830.64504044523,1
584,24,1,116252.37938160691,3,0,1,30927.033754603624,1
604,33,7,211846.98264284345,2,0,0,84008.04492962765,1
728,21,9,15598.517149569308,2,0,0,55802.22571277996,0
776,21,0,83819.76251957394,2,1,1,12982.222063293133,1
585,57,7,16754.13443780249,1,1,0,78418.92984860152,0
443,34,6,243835.78336976763,2,1,1,27066.2045908649,0
723,69,6,204243.4768179592,1,0,1,58797.707167785185,0
318,69,2,213136.85531149263,3,1,0,27578.158024787946,1
317,53,0,234491.30785847356,3,0,1,29178.90885571578,0
670,55,3,21275.87152994634,2,0,0,47812.14593888577,0
474,67,8,96399.39812833334,3,0,0,199971.35645241605,1
493,80,4,17758.72226100053,3,1,0,10414.987142877268,1
801,80,0,52698.27538750716,3,0,0,131347.800862877,1
412,79,4,57341.44425941809,3,1,1,36836.30262504589,0
413,24,7,117276.80276189467,1,1,1,184919.3459750474,1
521,44,7,67140.54186341065,1,0,0,27790.249733389555,0
563,31,4,25244.52670444027,2,0,0,191462.00555398493,0
354,88,8,41872.77227352693,2,1,1,126076.01362186081,1
757,22,0,36818.89088802273,2,1,0,10240.934613943147,0
461,72,3,243269.19947807456,3,1,1,179861.36760419316,0
679,19,2,189823.1267296184,3,1,0,109125.24225971448,0
386,79,1,241940.3663173905,1,1,1,59907.249712792065,0
354,38,7,109935.12162697714,1,1,1,155783.04372796972,1
775,38,6,69592.12041566415,2,0,1,186066.4552385053,0
477,27,8,199573.29930229668,1,1,0,101901.25639789084,1
690,75,1,81563.47951028669,1,1,0,69955.16014419106,0
648,56,3,74845.84342633707,1,1,0,159899.5735476361,0
307,22,5,58126.498051957795,1,1,0,139539.2445798064,1
612,82,2,32419.74455605884,1,0,0,178862.97191255176,0
742,30,7,64115.765254191494,2,0,1,141577.66242462667,0
